deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,OrX,OrY,OrZ,GyX,GyY,GyZ
50,-0.91,-2.62,5.42,0.31,0.03,9.80,119.87,2.00,-1.00,-1.52,0.38,0.20
50,2.34,0.41,11.79,0.27,-0.34,9.79,120.19,1.56,1.69,-0.49,-0.00,-0.29
50,1.12,-1.85,13.39,0.19,-0.54,9.78,120.94,1.44,2.94,-0.34,0.50,0.26
50,0.02,-1.12,11.54,0.08,-0.53,9.79,119.75,0.19,3.44,0.64,-0.42,-0.20
50,2.38,1.13,8.81,0.30,-0.22,9.79,120.31,1.63,1.56,0.50,-0.28,-0.06
50,1.27,0.44,5.84,0.41,-0.01,9.79,120.62,2.25,0.25,0.41,-0.25,-0.26
50,1.94,-0.39,3.38,0.42,0.30,9.79,121.62,2.63,-1.31,0.80,0.28,-0.46
50,-0.93,-1.32,-4.07,0.23,0.79,9.77,122.50,1.50,-3.94,1.18,0.31,-0.19
50,-0.99,-4.44,-10.94,0.15,1.39,9.70,123.62,0.88,-7.50,1.25,0.05,-0.53
50,0.36,-0.25,-14.23,0.40,2.01,9.58,122.81,2.00,-11.25,1.43,-0.56,0.54
50,-0.30,-3.02,-13.29,0.57,2.07,9.56,121.31,3.25,-12.63,-0.24,-0.04,0.99
50,-0.27,-1.10,-5.99,0.83,1.76,9.60,117.19,4.50,-10.56,-0.38,-0.62,0.47
50,4.91,5.10,0.72,0.84,1.45,9.66,117.31,5.25,-9.19,-1.05,0.29,0.15
50,-0.64,-3.01,2.43,0.43,0.49,9.78,116.50,2.88,-4.00,-1.99,0.84,0.03
50,0.67,0.55,2.53,0.35,0.18,9.79,117.25,2.06,-1.19,-0.35,0.03,-0.35
50,0.92,-0.76,1.96,0.28,-0.08,9.80,118.25,1.81,0.06,-0.64,0.27,-0.15
50,-1.05,1.54,0.65,0.18,-0.43,9.79,117.81,1.00,2.44,-0.34,-0.10,-0.13
50,2.64,-0.28,0.88,0.37,-0.51,9.78,118.31,1.88,2.94,-0.11,-0.35,-0.50
50,3.42,2.20,1.22,0.46,-0.45,9.78,120.31,2.69,2.88,0.33,-0.14,-1.01
51,5.42,2.84,0.68,0.22,-0.44,9.79,125.37,1.94,2.50,-0.01,0.86,-2.83
50,-11.78,-3.98,-11.50,-1.76,-1.46,9.53,135.00,-6.38,6.63,-3.55,6.09,-2.24
50,-23.42,-15.16,-13.99,-2.36,-1.41,9.41,130.00,-17.50,11.06,0.65,-2.11,2.19
50,23.79,17.11,2.61,2.13,1.15,9.50,128.63,11.31,-4.19,5.17,-7.34,1.78
50,19.88,6.18,-2.11,2.03,0.80,9.55,128.31,13.00,-6.63,-3.35,0.89,-2.21
50,-38.82,-35.46,-19.85,-0.30,-1.39,9.70,134.06,0.75,7.13,-6.03,6.16,1.40
50,13.87,1.61,1.79,1.21,0.11,9.73,127.44,4.94,0.88,3.64,-4.69,3.23
50,24.44,8.26,6.95,1.03,-0.33,9.74,125.75,8.06,0.50,-1.88,2.15,-2.27
50,-37.38,-19.28,-18.58,-1.00,-0.97,9.70,125.00,-6.50,8.88,1.05,3.09,3.15
50,24.20,28.98,1.23,0.46,0.18,9.79,119.00,1.37,-0.25,3.37,-3.29,4.15
50,0.61,-9.83,-6.45,-0.94,-1.35,9.66,118.25,-2.50,5.63,-3.45,4.76,-0.45
50,-2.28,-1.66,-2.63,-0.52,0.08,9.79,117.62,-5.19,-0.19,4.86,-4.17,-0.86
50,35.93,6.63,13.82,0.58,0.19,9.78,113.06,3.81,-1.69,-2.57,-1.19,-1.03
50,-38.04,-28.36,-21.12,-1.04,-0.62,9.73,112.00,-6.31,4.94,-1.82,3.64,4.73
50,16.38,6.33,4.03,1.08,0.46,9.73,108.75,3.63,-1.37,0.39,-4.93,2.87
50,19.35,1.94,3.97,0.25,-0.34,9.79,112.00,4.88,0.00,-2.27,4.01,-2.16
50,-18.13,9.86,-8.32,-0.69,0.74,9.75,109.81,-6.38,-1.00,7.75,-2.35,-0.89
50,21.30,6.92,8.87,1.63,1.67,9.52,106.81,8.06,-11.06,3.64,-4.69,-0.35
50,-12.85,-19.72,-10.85,0.42,1.28,9.71,111.69,2.44,-7.50,-1.04,5.05,-1.12
50,-10.12,-1.18,-5.99,0.46,2.33,9.51,109.87,2.69,-13.75,1.07,-2.47,0.59
50,12.92,2.51,1.64,1.49,2.64,9.32,109.94,8.75,-15.81,-0.51,-0.98,-0.71
50,-7.01,-5.83,-3.42,0.90,2.62,9.40,112.62,5.25,-15.56,-0.64,1.49,-0.45
50,-1.59,-0.38,-1.17,1.12,2.80,9.32,112.50,6.56,-16.75,0.26,-1.23,0.29
50,3.51,0.83,-0.80,1.58,2.83,9.25,111.94,9.25,-17.06,0.27,-0.51,0.08
50,0.13,1.38,-2.67,1.43,2.99,9.22,112.56,8.38,-17.94,0.17,0.55,-0.40
50,-0.02,-0.83,-3.87,1.27,2.82,9.30,112.37,7.44,-16.81,-0.67,0.18,0.21
50,0.52,1.69,-4.74,1.16,2.63,9.37,111.75,6.81,-15.69,-0.05,0.55,0.30
50,-0.74,1.03,-6.86,0.88,2.29,9.49,110.94,5.19,-13.56,-0.89,0.47,0.17
50,0.00,-0.37,-6.74,0.73,1.69,9.63,110.19,4.25,-9.94,-1.50,0.57,0.30
50,-3.17,-3.97,-6.59,0.47,0.82,9.76,108.31,2.75,-4.81,-2.19,0.60,0.98
50,0.62,-1.60,-2.84,0.35,0.40,9.79,107.75,2.00,-2.31,-0.69,0.13,0.12
50,-0.50,-0.23,0.41,0.17,0.03,9.80,106.69,1.00,-0.19,-0.71,0.46,0.64
50,-0.90,2.45,4.15,0.00,-0.36,9.79,105.69,0.00,2.06,-0.88,0.10,0.26
50,3.57,-0.97,13.63,0.10,-0.89,9.76,106.19,0.56,5.19,-1.13,-0.03,-0.22
50,1.65,-2.73,13.03,-0.02,-1.29,9.72,106.75,-0.12,7.56,-0.28,0.24,-0.08
50,2.87,1.24,10.35,-0.17,-1.12,9.74,107.50,-0.75,6.88,0.60,0.57,-0.69
50,3.58,2.70,7.17,-0.70,-1.01,9.72,110.69,-3.31,5.94,0.14,1.54,-1.44
50,2.83,0.93,0.85,-1.80,-1.19,9.56,115.56,-9.00,6.88,0.00,3.06,-1.97
50,-6.51,-1.42,-9.23,-3.25,-1.63,9.10,121.06,-17.56,9.69,-0.60,3.44,-0.35
50,-15.14,-5.82,-15.59,-3.36,-1.57,9.07,120.00,-21.56,10.56,0.83,-2.92,0.85
50,6.24,-4.97,-14.40,0.05,-0.87,9.76,115.12,-4.81,5.69,0.96,-9.72,3.28
50,35.69,19.63,2.62,3.18,-0.65,9.25,104.06,15.56,5.38,2.11,-5.95,-1.74
50,19.02,3.33,0.08,2.87,-0.29,9.37,109.00,18.25,2.19,-0.29,2.39,-3.23
50,-0.28,-3.74,-24.07,-1.57,-1.59,9.54,124.31,-1.06,5.44,-6.84,15.25,-3.31
50,-11.25,-8.51,-11.35,-4.74,-2.96,8.05,130.56,-27.81,18.94,-1.61,2.23,-0.52
50,0.11,-0.08,0.95,-4.56,-2.90,8.18,128.19,-28.69,19.94,-0.37,-2.39,1.32
50,2.21,0.29,3.28,-3.88,-2.80,8.55,124.06,-23.87,18.12,-0.33,-1.16,0.51
50,-11.72,-7.41,-4.74,-3.50,-2.56,8.79,120.50,-21.94,17.06,0.08,-1.51,1.72
50,-4.66,1.56,-10.77,-1.09,-1.54,9.62,111.44,-10.38,9.88,1.16,-7.10,3.58
50,18.34,-3.70,-0.53,3.09,-2.16,9.04,96.12,14.13,11.75,-1.06,-10.44,4.92
50,8.85,2.55,-0.34,4.35,-1.88,8.58,91.81,25.94,12.00,-0.21,-1.44,-0.07
50,1.95,-1.24,-1.99,4.19,-2.27,8.56,90.69,25.87,14.31,-0.49,0.42,1.22
50,0.98,2.02,-1.82,3.53,-2.57,8.77,87.31,22.00,16.06,-0.17,1.36,1.09
50,18.61,8.16,2.07,2.29,-3.00,9.05,87.31,15.69,17.62,-1.38,3.47,-0.57
50,-3.39,-6.07,-10.72,-0.29,-4.53,8.69,97.94,1.44,25.00,-4.77,7.52,-3.30
50,-10.43,-6.08,-5.43,-2.47,-5.51,7.72,105.81,-13.19,34.44,-0.59,4.96,0.15
50,-0.73,-3.10,-0.47,-2.82,-5.65,7.49,107.31,-16.75,36.81,-0.41,0.19,-0.08
50,2.22,-1.66,1.20,-2.97,-5.67,7.42,105.31,-17.37,37.38,-0.39,-0.25,0.93
51,-6.51,-3.98,-1.86,-3.07,-5.51,7.50,103.50,-18.37,36.69,0.37,0.04,0.31
50,1.86,-4.63,-5.94,-1.14,-4.54,8.61,102.19,-10.13,30.31,3.37,-7.06,-1.35
50,15.50,1.67,-2.90,0.70,-3.54,9.11,89.37,2.06,21.56,1.19,-5.86,4.65
50,12.12,4.18,0.83,1.82,-3.28,9.05,83.44,9.88,19.87,-0.05,-1.91,-1.27
50,-0.48,2.13,-3.07,1.37,-3.83,8.92,83.81,9.25,22.62,-1.09,1.46,1.20
50,8.24,1.07,0.99,0.69,-4.31,8.77,83.31,4.44,25.50,-1.18,1.31,-0.36
50,12.50,4.23,-3.18,-0.88,-5.16,8.29,90.31,-2.25,29.87,-2.34,6.51,-1.73
50,-10.78,-6.86,-8.83,-3.37,-5.96,7.01,99.06,-17.56,39.25,-1.33,6.78,-0.21
50,-6.27,-0.34,-2.32,-3.85,-5.74,6.95,102.31,-23.50,40.31,1.62,-0.11,-0.55
50,5.87,0.49,1.48,-3.15,-5.76,7.27,102.37,-19.37,38.38,-0.23,-2.05,-0.22
50,0.58,-1.30,-0.17,-3.12,-5.60,7.41,101.50,-18.56,37.50,0.36,0.00,0.01
50,1.94,0.46,0.07,-3.02,-5.42,7.58,102.44,-18.06,35.56,0.39,0.00,-0.22
50,2.86,-2.74,0.76,-3.17,-5.40,7.54,103.19,-18.56,35.63,0.02,0.55,-0.14
50,2.56,-0.78,1.06,-3.53,-5.05,7.62,104.44,-20.69,34.13,1.33,1.18,-0.19
50,-0.57,1.81,-0.68,-3.97,-4.53,7.73,108.56,-23.56,30.94,1.93,1.89,-0.66
50,-0.17,1.34,-1.16,-4.19,-4.18,7.81,113.31,-25.12,28.62,1.44,0.94,-0.84
50,0.73,2.25,-0.51,-4.33,-3.96,7.85,116.00,-26.00,26.81,0.64,0.45,-0.30
50,-1.67,0.96,0.03,-4.40,-3.95,7.81,116.44,-26.75,26.81,0.09,0.15,0.04
50,-20.35,-3.08,-9.06,-3.94,-3.94,8.06,115.56,-23.69,26.06,-0.19,-3.14,-0.01
50,8.36,-8.48,-10.30,-0.85,-3.92,8.94,107.87,-5.00,23.69,-1.17,-9.14,2.65
50,17.70,13.43,3.63,1.06,-3.58,9.06,99.31,6.19,21.56,1.22,-0.02,1.27
50,2.78,-3.46,-0.80,0.34,-3.94,8.97,110.81,2.00,23.69,-0.55,5.38,-4.03
50,-31.37,-0.81,-14.03,-2.55,-4.44,8.36,115.00,-15.06,27.94,-0.70,4.22,2.33
50,0.25,-7.16,-9.26,-1.43,-4.21,8.74,107.87,-8.38,25.69,0.55,-7.29,1.77
50,38.41,33.33,13.57,0.88,-3.30,9.19,104.06,5.13,19.75,4.29,0.20,-0.92
50,2.26,-4.85,-8.49,-1.16,-4.43,8.67,114.12,-6.75,27.06,-3.50,8.14,-2.26
50,-22.69,-10.44,-17.45,-2.30,-4.41,8.44,111.50,-13.56,27.56,2.46,-6.28,-1.64
50,38.16,13.86,2.83,1.15,-3.25,9.17,104.00,6.75,19.50,6.10,-6.12,-2.76
50,14.04,1.42,-2.41,0.52,-4.04,8.91,107.19,3.06,24.37,-3.33,4.77,0.92
51,-36.92,-4.27,-17.80,-2.17,-4.31,8.53,103.00,-12.75,26.81,2.78,-1.42,1.51
50,36.92,-8.24,2.23,1.13,-3.60,9.04,101.31,6.63,21.75,1.60,-6.67,-2.23
50,18.39,6.81,-0.47,0.98,-4.05,8.87,107.25,5.75,24.50,-3.19,5.54,-0.82
50,-36.58,-17.19,-31.69,-2.46,-4.75,8.21,105.87,-14.56,30.00,2.66,3.75,5.33
50,28.44,-7.10,3.15,0.61,-3.65,9.07,101.00,3.56,21.94,1.60,-8.36,-0.38
50,19.60,11.78,0.90,0.85,-3.96,8.92,106.81,4.94,23.94,-2.62,4.21,-0.75
50,-37.02,-2.77,-18.63,-1.30,-4.35,8.69,101.87,-7.63,26.56,5.13,-4.81,-0.58
50,37.27,41.94,12.29,1.96,-3.05,9.10,97.62,11.56,18.56,5.51,-4.80,-4.47
50,2.85,13.26,-12.10,0.42,-3.93,8.97,103.69,2.44,23.62,-1.87,8.57,2.30
50,-18.34,-4.10,-14.93,-0.67,-3.55,9.11,99.12,-3.94,21.25,3.61,-7.89,-2.54
50,35.88,23.98,6.87,2.11,-2.51,9.23,96.31,12.44,15.19,1.47,-1.18,-0.79
50,-29.71,-11.95,-21.02,-0.13,-4.35,8.78,103.31,-0.75,26.31,-6.73,9.15,2.46
50,-1.53,-2.65,-11.29,0.32,-3.11,9.29,100.50,-2.25,20.62,3.79,-8.41,0.88
50,37.32,-0.80,1.51,1.99,-2.48,9.27,97.19,11.94,12.75,-4.91,1.38,-3.88
50,-37.50,-35.31,-28.33,-1.62,-3.81,8.88,103.81,-3.81,21.31,-3.85,7.93,7.86
50,38.51,8.75,1.15,0.80,-2.46,9.45,97.50,1.00,14.81,0.71,-7.90,4.02
50,35.62,16.45,-2.38,1.48,-2.38,9.39,101.19,10.88,13.44,-2.23,4.97,-3.46
50,-37.36,-14.36,-23.54,-1.75,-3.54,8.97,97.50,-12.38,23.69,4.19,-2.81,-2.97
50,37.47,41.09,11.23,1.68,-1.77,9.49,96.00,6.31,14.06,6.05,-5.92,-3.17
50,2.61,-0.94,-16.83,0.48,-3.15,9.27,103.37,7.13,15.38,-3.03,6.13,1.09
50,-8.24,-4.94,-8.95,-0.34,-2.93,9.35,100.62,-5.56,20.75,5.84,-7.24,1.17
50,37.74,1.04,-1.58,1.57,-1.75,9.51,95.50,10.06,8.56,6.73,-2.16,-1.38
50,-37.18,-35.42,-25.22,-1.79,-3.70,8.90,101.62,-5.19,20.12,-5.28,6.52,9.87
50,38.97,35.36,5.68,0.34,-2.35,9.51,93.81,-1.31,14.88,-1.00,-5.72,6.26
50,33.97,19.75,-2.70,0.50,-2.56,9.45,99.00,6.00,14.00,-4.43,1.94,-8.39
50,-33.74,-8.74,-14.25,-0.28,-2.92,9.35,101.06,-6.06,21.25,7.28,-6.25,-6.49
50,36.93,40.44,7.68,2.33,-1.85,9.34,103.56,13.63,7.88,3.26,-3.99,-1.69
50,-22.45,-31.32,-20.14,-0.52,-4.28,8.80,114.50,2.19,23.50,-9.04,9.10,-0.22
50,-22.26,-12.71,-10.53,0.86,-1.93,9.57,108.81,1.63,13.81,1.77,-5.60,4.04
50,37.63,6.79,4.57,1.68,-0.35,9.65,108.87,9.81,2.06,-0.08,-0.49,-6.37
50,-21.83,-10.98,-11.54,-0.72,0.28,9.77,119.81,-4.19,-1.63,1.81,6.39,-2.26
50,9.93,-6.85,-0.38,-1.42,1.27,9.61,117.06,-8.38,-7.50,1.95,-2.34,-1.48
50,17.62,-0.76,1.33,-0.59,1.91,9.59,116.00,-3.50,-11.25,-0.55,-1.41,-2.58
50,0.15,-2.76,1.18,-1.19,1.74,9.57,119.31,-6.94,-10.31,-0.61,1.80,-2.03
50,0.21,-0.51,-0.71,-1.56,1.91,9.48,121.50,-9.19,-11.38,1.17,-0.34,-0.59
50,-0.07,0.78,-0.89,-1.52,2.32,9.40,119.94,-8.94,-13.88,0.51,0.11,0.86
50,-3.83,-0.08,-6.13,-1.62,2.42,9.36,120.31,-9.50,-14.44,0.86,0.45,0.09
50,-3.72,21.04,-16.38,-1.50,2.91,9.24,125.12,-8.81,-17.44,0.56,-0.97,-1.93
50,-18.20,15.86,-31.17,-1.01,-0.98,9.70,122.94,-5.94,5.75,-17.12,-1.47,4.85
50,-37.83,-32.13,-1.79,-1.29,-6.99,6.75,110.31,-7.50,46.00,0.00,3.92,13.38
50,4.25,7.45,-4.58,-0.63,-4.10,8.88,121.50,-3.69,24.75,9.45,0.10,-2.13
50,-9.43,26.48,-14.84,-1.16,0.36,9.73,120.75,-6.81,-2.13,10.53,-0.12,-0.06
50,7.29,3.68,-0.11,-0.71,2.01,9.57,121.87,-4.13,-11.88,0.38,-0.65,0.37
50,0.86,0.04,1.37,-0.78,1.85,9.59,120.37,-4.56,-10.88,-0.25,0.10,-0.70
50,-2.03,-1.39,-0.94,-0.85,1.89,9.58,122.94,-4.94,-11.13,0.48,0.06,-0.26
50,0.91,5.72,-4.30,-0.68,2.53,9.44,122.87,-4.00,-14.94,1.62,-0.42,0.30
50,2.72,36.40,-23.70,-0.49,2.90,9.35,124.06,-2.88,-17.19,-0.34,-0.61,-1.25
50,14.02,-34.59,-31.22,-1.54,-4.53,8.55,113.87,-9.06,27.94,-27.89,4.05,0.19
50,16.63,-23.45,-0.67,-0.56,-6.22,7.55,121.94,-3.31,39.44,5.88,-2.75,-6.26
50,0.71,6.13,-6.14,-0.78,-3.74,9.02,122.25,-4.56,22.50,4.80,1.65,-0.76
50,3.25,10.88,-3.22,-1.53,-0.84,9.64,123.12,-9.00,5.00,4.87,1.32,1.39
50,-3.46,-1.88,-1.68,-2.15,0.29,9.56,118.56,-12.63,-1.75,1.49,1.06,1.64
50,0.63,3.34,-0.82,-2.16,1.61,9.42,119.37,-12.75,-9.69,3.62,-0.34,-0.04
50,-0.47,14.67,-11.50,-1.98,2.90,9.15,121.87,-11.63,-17.56,2.96,-0.75,-1.01
50,6.80,36.91,-21.27,-1.75,1.82,9.47,124.62,-10.25,-10.88,-7.86,-0.17,0.34
50,10.14,-34.45,7.27,-1.98,-4.67,8.39,123.81,-11.63,29.06,-1.82,-0.16,-2.34
50,8.57,17.31,-4.24,-1.76,-2.10,9.41,123.87,-10.31,12.56,3.58,0.15,0.36
50,2.91,10.44,-5.26,-1.89,-1.43,9.51,124.37,-11.13,8.56,-0.99,0.41,-0.21
51,-0.14,-8.78,2.19,-2.07,-1.78,9.41,122.00,-12.19,10.69,-0.44,0.33,1.08
50,2.13,0.11,1.23,-2.13,-1.35,9.47,121.06,-12.56,8.13,0.94,-0.03,0.22
50,2.22,-1.32,0.20,-2.13,-1.06,9.51,119.75,-12.56,6.38,0.32,-0.23,0.53
50,1.28,1.20,-2.13,-1.95,-0.69,9.58,119.37,-11.44,4.13,1.09,-0.57,0.15
50,-3.04,19.67,-12.69,-1.71,0.27,9.65,121.12,-10.06,-1.56,2.39,-0.59,-1.13
50,-4.65,19.28,-17.13,-1.54,-2.37,9.38,121.25,-9.06,14.19,-13.19,0.67,3.78
50,-18.91,-32.59,-2.51,-2.68,-6.53,6.80,112.62,-15.81,43.81,0.49,1.22,2.31
50,6.85,13.67,1.14,-2.18,-3.99,8.68,112.37,-12.81,24.69,5.16,-1.30,2.31
50,4.60,8.27,-4.99,-2.10,-2.04,9.35,110.62,-12.50,14.75,4.44,-0.13,-0.23
50,1.31,8.58,-3.93,-2.13,-0.43,9.56,112.31,-12.56,2.56,2.30,0.14,-0.19
50,2.51,13.70,-6.30,-2.15,0.00,9.56,113.25,-12.69,0.00,0.98,-0.29,-0.51
50,8.45,35.19,-10.26,-1.90,-0.73,9.59,116.75,-11.13,4.38,-4.65,-0.81,-1.90
50,-3.73,-32.34,-14.96,-2.50,-6.78,6.62,116.37,-13.06,35.81,-17.52,3.02,1.34
50,6.72,5.03,-4.04,-2.02,-5.52,7.84,116.00,-13.13,40.88,9.83,-3.47,0.80
50,1.26,41.18,-18.92,-1.62,-1.86,9.49,113.75,-9.44,16.75,9.91,-0.30,1.77
50,-6.03,4.95,-17.21,-2.01,-3.61,8.89,116.62,-9.75,15.81,-11.54,3.11,2.41
50,-6.42,-21.57,4.88,-2.28,-6.70,6.78,116.25,-14.44,49.13,8.32,-0.69,-1.86
50,4.68,17.84,-2.47,-1.94,-4.56,8.45,115.19,-11.50,30.31,3.08,-1.16,1.89
50,-0.85,-7.50,-0.48,-1.89,-4.26,8.62,114.12,-10.88,25.94,-0.73,0.11,-0.12
50,-1.23,-7.17,-0.91,-1.99,-3.81,8.80,113.37,-11.56,24.31,1.37,0.01,-0.08
50,1.06,5.63,-4.05,-1.80,-2.44,9.32,111.62,-11.25,16.69,3.22,-1.07,1.15
50,0.09,40.08,-10.94,-0.89,-0.76,9.73,112.44,-6.44,6.50,4.21,-2.00,-1.77
50,-6.40,-12.70,-19.86,-1.00,-4.45,8.67,118.00,-4.63,17.19,-12.73,1.51,3.80
50,-4.05,-29.53,-0.71,-1.44,-7.20,6.49,114.81,-9.63,49.88,-1.60,1.13,-0.97
50,8.97,6.70,-0.01,-0.64,-4.53,8.67,115.69,-4.56,29.81,7.71,-2.06,0.07
50,0.36,3.43,-9.00,-0.51,-1.93,9.59,114.69,-3.25,15.38,5.21,-0.50,0.92
50,0.45,23.61,-12.67,-0.27,0.35,9.79,116.31,-1.75,0.00,4.53,-0.37,-1.44
50,2.07,40.63,-27.47,-0.49,-2.49,9.46,118.25,-1.56,7.69,-10.11,0.55,1.48
50,-29.17,-31.28,-7.69,-1.41,-7.58,6.04,112.62,-8.56,53.94,1.27,1.29,1.39
51,3.57,7.54,-5.09,-0.18,-5.28,8.26,115.44,-1.56,35.31,5.36,-1.74,0.54
50,-0.76,8.57,-4.77,0.09,-3.48,9.16,116.37,0.56,23.25,4.58,-0.03,-0.71
50,2.47,2.00,-2.23,-0.15,-2.97,9.34,115.12,-0.63,17.62,-0.45,0.64,-0.05
50,-0.33,-3.03,-1.81,-0.11,-2.54,9.46,117.94,-0.81,16.06,1.54,-0.03,-1.27
50,0.74,-0.51,-1.67,0.02,-2.01,9.59,120.75,0.12,12.44,0.97,0.10,-0.43
50,0.72,2.16,-0.81,0.00,-1.74,9.65,122.94,0.06,10.38,0.61,0.22,-0.84
50,-1.37,2.41,-0.89,0.11,-1.62,9.66,124.37,0.63,9.56,0.25,-0.48,-0.47
50,0.78,2.36,-0.29,0.66,-1.54,9.66,125.00,3.88,9.06,0.19,-1.75,-0.44
50,4.05,4.25,-0.46,1.25,-1.38,9.62,127.06,7.31,8.13,-0.02,-0.60,-1.08
50,1.73,1.21,-1.18,1.35,-1.61,9.57,129.81,7.88,9.56,-0.53,-0.06,-0.72
50,2.15,4.65,-1.15,1.37,-1.64,9.56,131.56,8.00,9.75,-0.06,0.23,-0.72
50,3.59,1.00,0.35,1.32,-1.96,9.51,134.81,7.69,11.63,-0.95,0.42,-0.99
50,1.87,-1.32,0.45,1.10,-2.19,9.49,137.19,6.44,12.94,-0.16,0.69,-0.53
50,1.93,2.14,0.26,1.02,-1.96,9.55,140.44,5.94,11.56,0.12,0.35,-1.55
50,0.32,0.14,-0.31,0.97,-1.98,9.55,144.25,5.69,11.69,-0.04,0.33,-0.99
50,-0.15,1.39,-1.10,1.06,-1.83,9.57,146.75,6.19,10.81,0.23,-0.27,-1.12
50,1.50,0.62,-0.47,1.36,-1.70,9.56,151.31,8.00,10.06,0.05,-0.24,-1.68
50,0.75,0.88,-0.18,1.56,-1.64,9.53,155.69,9.19,9.75,-0.22,-0.16,-1.72
50,0.25,0.31,0.24,1.80,-1.61,9.50,161.19,10.56,9.63,-0.19,-0.18,-2.01
50,-0.22,0.50,-0.23,2.02,-1.54,9.47,166.25,11.88,9.25,-0.33,-0.21,-1.80
50,-0.66,0.20,-0.22,2.24,-1.48,9.43,171.44,13.19,8.88,-0.31,-0.17,-1.99
50,-1.86,1.35,-0.39,2.46,-1.32,9.39,176.44,14.56,8.00,-0.09,-0.24,-1.62
50,-0.50,1.37,-0.18,2.67,-1.18,9.36,180.94,15.81,7.19,-0.09,-0.13,-1.66
50,-4.20,2.53,-1.18,2.73,-1.06,9.35,185.00,16.19,6.44,-0.25,-0.10,-1.36
50,-1.75,0.94,0.11,3.05,-1.03,9.26,188.81,18.12,6.31,-0.35,-0.75,-1.41
50,-3.93,2.04,-0.08,3.32,-0.98,9.17,191.75,19.81,6.06,-0.25,-0.41,-0.92
50,-2.77,2.21,1.44,3.59,-0.91,9.07,194.69,21.50,5.75,-0.30,-0.42,-1.15
50,-6.07,1.41,-0.06,3.67,-0.90,9.04,197.56,22.00,5.69,-0.27,0.00,-0.69
50,-2.56,2.99,-0.07,3.95,-0.74,8.94,199.75,23.75,4.69,0.17,-0.86,-1.01
50,-1.89,1.56,0.08,4.26,-0.56,8.81,202.69,25.75,3.63,-0.25,-0.45,-1.03
50,-3.37,1.63,-0.08,4.37,-0.56,8.75,204.75,26.50,3.69,-0.37,-0.26,-0.78
50,-1.89,1.78,0.93,4.54,-0.45,8.68,208.06,27.56,2.94,-0.39,-0.20,-1.14
50,-3.61,2.30,0.87,4.53,-0.43,8.68,210.56,27.50,2.81,-0.28,0.04,-0.62
50,-3.24,2.16,1.42,4.57,-0.44,8.66,212.31,27.75,2.94,-0.25,-0.05,-0.55
50,-3.37,1.69,1.54,4.57,-0.46,8.66,213.88,27.75,3.00,-0.30,0.04,-0.38
50,-3.89,1.54,1.29,4.52,-0.50,8.68,214.38,27.44,3.25,-0.07,0.16,-0.10
50,-4.21,1.54,1.00,4.45,-0.46,8.72,215.06,27.00,3.00,-0.13,0.17,-0.26
50,-4.31,0.51,1.54,4.37,-0.45,8.76,215.06,26.50,2.94,0.04,0.19,0.11
50,-5.12,2.60,1.75,4.21,-0.49,8.84,213.56,25.44,3.19,0.02,0.38,0.60
50,-7.76,1.84,2.56,4.13,-0.64,8.86,211.06,24.94,4.13,0.36,-0.08,1.07
50,-8.06,2.94,3.70,4.17,-0.74,8.84,207.38,25.19,4.75,0.49,-0.25,1.35
50,-9.25,1.66,4.13,4.33,-0.91,8.74,202.19,25.94,5.69,0.64,-0.81,2.28
50,-6.16,6.47,4.73,4.72,-1.04,8.53,193.63,28.06,6.69,0.82,-1.48,2.29
50,-5.19,1.21,4.71,5.04,-1.33,8.30,187.50,30.87,8.94,1.26,-0.48,2.53
50,-6.43,7.87,1.72,4.89,-1.45,8.37,177.63,30.12,9.50,1.42,-0.17,3.51
50,-3.58,-3.46,2.29,4.59,-2.04,8.41,168.56,28.94,13.00,0.86,0.89,4.14
50,-2.28,4.85,-1.46,3.92,-2.49,8.63,154.75,24.00,15.06,-0.13,-0.37,3.88
50,5.33,-2.05,-2.77,3.17,-3.21,8.70,143.94,20.75,19.75,0.59,1.78,5.04
50,-7.10,0.80,-7.16,1.63,-3.88,8.85,129.25,10.19,23.12,-0.49,-0.27,3.32
50,8.51,-10.49,-5.21,1.44,-4.44,8.61,123.12,9.13,26.37,-1.33,0.21,2.40
50,2.51,-7.10,-5.46,0.48,-5.03,8.40,115.94,3.50,30.44,-0.68,0.26,1.86
50,6.70,-8.86,-4.55,0.32,-5.31,8.23,113.62,2.25,32.63,-0.31,0.61,0.37
50,1.97,-5.51,-3.42,0.00,-5.50,8.11,113.06,0.00,33.94,-0.37,0.06,-0.18
50,4.62,-4.30,-1.43,0.30,-5.55,8.07,114.69,1.44,34.56,-0.17,-0.24,-1.06
50,-0.03,-6.68,-2.56,0.17,-5.41,8.17,115.31,1.25,33.88,0.51,0.38,0.31
50,1.36,-2.63,-2.10,0.28,-4.57,8.66,115.44,1.31,29.25,2.41,-0.30,-0.25
50,1.27,-5.43,-2.75,0.55,-3.87,8.99,116.56,2.81,23.81,1.04,-0.39,-0.83
50,1.65,-2.85,-2.52,0.78,-3.07,9.27,118.12,4.38,19.50,2.00,-0.21,-0.29
51,1.68,-2.60,-0.58,0.99,-2.30,9.48,120.44,5.63,14.31,1.23,-0.06,-1.53
50,0.36,0.03,-1.70,1.03,-1.84,9.57,123.87,6.06,11.50,0.89,0.41,-1.97
